Exposure;LicAge;RecordBeg;RecordEnd;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;ClaimAmount;ClaimNbResp;ClaimNbNonResp;ClaimNbParking;ClaimNbFireTheft;ClaimNbWindscreen;OutUseNb;RiskArea;BonusMalus;ClaimInd;ObtLic
0.333;139;01/01/2004;01/05/2004;Male;Other;CSP50;Private+trip to office;29;0;0;0;0;0;0;0;0;9;68;0;18
0.252;403;01/01/2004;02/04/2004;Male;Other;CSP50;Professional;52;0;0;1;0;0;0;0;0;10;95;0;19
0.747;406;02/04/2004;NA;Male;Other;CSP50;Professional;53;0;0;1;0;0;0;0;0;10;90;0;20
0.416;467;01/01/2004;01/06/2004;Female;Other;CSP50;Private+trip to office;57;0;0;0;1;0;0;0;0;6;50;0;19
0.066;99;07/07/2004;01/08/2004;Female;Alone;CSP50;Private+trip to office;27;0;0;0;2;0;1;0;0;10;68;0;19
0.416;100;01/08/2004;NA;Female;Alone;CSP50;Private+trip to office;27;0;0;0;2;0;1;0;0;10;68;0;19
0.528;278;21/05/2004;01/12/2004;Male;Other;CSP50;Professional run;41;0;0;1;0;0;0;1;0;7;50;0;18
0.083;285;01/12/2004;NA;Male;Other;CSP50;Professional run;41;0;0;1;0;0;0;1;0;7;50;0;18
0.299;58;01/01/2004;19/04/2004;Male;Other;CSP50;Private+trip to office;25;0;0;0;0;0;0;0;0;5;76;0;21
0.505;61;19/04/2004;21/10/2004;Male;Other;CSP50;Private+trip to office;26;0;0;0;0;0;0;0;0;5;76;0;21
0.111;67;21/10/2004;01/12/2004;Male;Other;CSP50;Private+trip to office;26;0;0;0;0;0;0;0;0;5;76;0;21
0.083;69;01/12/2004;NA;Male;Other;CSP50;Private+trip to office;26;0;0;0;0;0;0;0;0;5;72;0;21
0.095;77;27/11/2004;NA;Female;Other;CSP55;Private+trip to office;25;0;0;0;1;0;1;0;0;7;72;0;19
0.042;149;16/12/2004;NA;Female;Other;CSP50;Private+trip to office;33;0;0;0;0;0;0;0;0;9;68;0;21
0.263;597;01/01/2004;06/04/2004;Male;Other;CSP60;Private;71;0;0;1;1;0;0;2;0;6;50;0;22
0.152;600;06/04/2004;01/06/2004;Male;Other;CSP60;Private;72;0;0;1;1;0;0;2;0;6;50;0;22
0.583;602;01/06/2004;NA;Male;Other;CSP60;Private;72;0;0;1;1;0;0;2;0;6;50;0;22
0.424;209;01/01/2004;04/06/2004;Male;Other;CSP50;Private+trip to office;37;0;0;1;0;0;0;1;0;10;58;0;20
0.5;214;04/06/2004;04/12/2004;Male;Other;CSP50;Private+trip to office;37;0;263.42084592145;1;0;0;0;1;0;10;55;1;20
0.295;193;15/05/2004;01/09/2004;Male;Other;CSP55;Private+trip to office;36;0;0;0;0;0;0;1;1;11;64;0;20
0.333;197;01/09/2004;NA;Male;Other;CSP55;Private+trip to office;36;0;0;0;0;0;0;1;1;11;60;0;20
0.083;201;01/01/2004;01/02/2004;Male;Other;CSP50;Private+trip to office;34;0;0;0;0;0;0;0;0;6;60;0;18
0.916;202;01/02/2004;NA;Male;Other;CSP50;Private+trip to office;34;0;0;0;0;0;0;0;0;6;57;0;18
0.5;556;01/01/2004;01/07/2004;Female;Other;CSP60;Private;67;1;0;0;0;0;0;1;0;10;50;0;21
0.499;562;01/07/2004;NA;Female;Other;CSP60;Private;67;1;0;0;0;0;0;1;0;10;50;0;21
0.471;464;01/01/2004;21/06/2004;Female;Other;CSP50;Private+trip to office;56;0;0;0;0;0;0;0;0;6;50;0;18
0.528;469;21/06/2004;NA;Female;Other;CSP50;Private+trip to office;57;0;0;0;0;0;0;0;0;6;50;0;18
0.416;307;01/01/2004;01/06/2004;Male;Other;CSP50;Private+trip to office;44;0;479.122658610272;0;0;0;0;1;0;7;50;1;19
0.124;312;01/06/2004;16/07/2004;Male;Other;CSP50;Private+trip to office;44;0;0;0;1;0;0;1;0;7;50;0;18
0.75;554;01/01/2004;01/10/2004;Male;Other;CSP60;Private;67;0;0;0;0;0;0;0;0;6;50;0;21
0.249;563;01/10/2004;NA;Male;Other;CSP60;Private;67;0;0;0;0;0;0;0;0;6;50;0;21
0.503;308;30/06/2004;NA;Female;Alone;CSP50;Private+trip to office;44;0;2175.43413897281;0;1;0;0;0;1;10;76;1;19
0.103;388;27/08/2004;04/10/2004;Male;Other;CSP46;Professional;50;0;0;0;0;0;1;1;0;7;50;0;18
0.241;390;04/10/2004;NA;Male;Other;CSP46;Professional;50;0;719.850453172205;0;0;0;1;1;0;7;50;1;18
0.411;59;03/08/2004;NA;Female;Other;CSP50;Private+trip to office;23;0;0;0;1;0;0;0;0;8;76;0;19
0.267;316;25/09/2004;NA;Male;Other;CSP50;Private+trip to office;44;0;0;0;0;0;0;1;0;6;50;0;18
0.416;189;01/01/2004;01/06/2004;Female;Other;CSP55;Private+trip to office;35;0;0;0;1;0;0;0;0;9;80;0;20
0.416;380;01/01/2004;01/06/2004;Male;Other;CSP50;Private+trip to office;51;0;0;1;0;0;1;0;1;11;101;0;20
0.089;395;29/11/2004;NA;Female;Other;CSP55;Private+trip to office;51;0;0;0;0;1;0;0;0;10;50;0;19
0.5;259;01/01/2004;01/07/2004;Female;Other;CSP50;Professional;39;0;358.505438066465;0;1;0;2;0;0;10;50;1;18
0.499;265;01/07/2004;NA;Female;Other;CSP50;Professional;40;0;0;0;2;0;2;0;0;10;50;0;18
0.229;349;01/04/2004;24/06/2004;Male;Other;CSP50;Private+trip to office;47;0;0;0;0;0;0;0;1;7;53;0;18
0.52;351;24/06/2004;NA;Male;Other;CSP50;Private+trip to office;48;0;0;0;0;0;0;0;1;7;50;0;19
0.25;423;01/01/2004;01/04/2004;Male;Other;CSP48;Private;55;0;0;0;0;0;0;0;0;5;50;0;20
0.749;426;01/04/2004;NA;Male;Other;CSP48;Private;55;0;0;0;0;0;0;0;0;5;50;0;20
0.177;556;21/04/2004;25/06/2004;Male;Other;CSP60;Private;65;1;0;0;1;0;0;0;0;11;50;0;19
0.517;558;25/06/2004;NA;Male;Other;CSP60;Private;65;1;0;0;1;0;0;0;0;11;50;0;19
0.336;319;28/02/2004;29/06/2004;Male;Other;CSP50;Private+trip to office;53;0;0;0;0;0;0;1;0;6;50;0;27
0.506;323;29/06/2004;NA;Male;Other;CSP50;Private+trip to office;53;0;0;0;0;0;0;1;0;6;50;0;27
0.255;273;01/01/2004;03/04/2004;Male;Alone;CSP50;Private+trip to office;46;0;0;0;0;0;0;0;0;10;50;0;24
0.744;276;03/04/2004;NA;Male;Alone;CSP50;Private+trip to office;46;0;0;0;0;0;0;0;0;10;50;0;23
0.423;61;29/07/2004;NA;Male;Alone;CSP50;Private+trip to office;23;0;0;0;1;0;0;1;0;4;76;0;18
0.002;570;26/07/2004;27/07/2004;Female;Other;CSP60;Private;69;0;0;1;0;1;0;0;0;7;50;0;22
0.002;570;27/07/2004;28/07/2004;Female;Other;CSP60;Private;69;0;0;1;0;1;0;0;0;7;50;0;22
0.426;570;28/07/2004;NA;Female;Other;CSP60;Private;69;0;0;1;0;1;0;0;0;7;50;0;22
0.034;101;26/06/2004;08/07/2004;Male;Other;CSP50;Private+trip to office;27;0;0;0;0;0;0;1;0;11;64;0;19
0.48;102;08/07/2004;NA;Male;Other;CSP50;Private+trip to office;27;0;0;0;0;0;0;1;0;11;64;0;19
0.034;339;19/05/2004;01/06/2004;Male;Other;CSP55;Private+trip to office;46;0;0;0;1;0;0;0;0;7;50;0;18
0.047;545;14/12/2004;NA;Male;Other;CSP66;Professional;63;0;0;0;1;0;0;0;0;7;50;0;18
0.497;288;02/07/2004;NA;Male;Other;CSP50;Private+trip to office;46;0;0;0;0;0;0;0;0;8;50;0;22
0.281;533;20/02/2004;01/06/2004;Male;Other;CSP1;Professional;63;0;0;1;1;0;0;0;0;11;62;0;19
0.583;537;01/06/2004;NA;Male;Other;CSP1;Professional;63;0;0;1;1;0;0;0;0;11;58;0;19
0.047;145;27/03/2004;14/04/2004;Male;Other;CSP50;Private+trip to office;37;0;0;1;0;0;0;1;2;10;95;0;25
0.214;146;14/04/2004;01/07/2004;Male;Other;CSP50;Private;37;0;0;1;0;0;0;1;2;10;95;0;25
0.499;149;01/07/2004;NA;Male;Other;CSP50;Private;37;0;0;1;0;0;0;1;2;10;90;0;25
0.416;420;01/01/2004;01/06/2004;Male;Other;CSP60;Private;61;0;0;1;1;0;0;0;0;8;90;0;26
0.125;452;16/04/2004;01/06/2004;Male;Other;CSP48;Professional;59;0;0;0;0;0;0;1;0;6;95;0;22
0.583;454;01/06/2004;NA;Male;Other;CSP48;Professional;59;0;0;0;0;0;0;1;0;6;90;0;22
0.416;403;01/01/2004;01/06/2004;Female;Other;CSP50;Professional;53;0;0;1;0;0;0;1;0;7;69;0;20
0.583;408;01/06/2004;NA;Female;Other;CSP50;Professional;54;0;0;1;0;0;0;1;0;7;65;0;20
1;129;01/01/2004;NA;Male;Other;CSP50;Private+trip to office;29;0;376.544410876133;0;0;0;0;1;0;9;76;1;19
0.416;309;01/01/2004;01/06/2004;Male;Other;CSP55;Private+trip to office;44;0;0;0;0;0;1;0;1;5;56;0;19
0.039;320;17/12/2004;NA;Male;Other;CSP55;Private+trip to office;45;0;0;0;0;0;1;0;2;5;53;0;19
0.416;430;01/01/2004;01/06/2004;Female;Other;CSP60;Private;60;0;0;0;0;0;0;1;0;7;50;0;25
0.025;571;22/12/2004;NA;Male;Other;CSP60;Private;67;0;0;0;0;0;0;0;0;7;50;0;20
0.5;519;01/01/2004;01/07/2004;Male;Other;CSP60;Private;69;0;0;0;0;0;0;0;0;6;50;0;26
0.499;525;01/07/2004;NA;Male;Other;CSP60;Private;69;0;0;0;0;0;0;0;0;6;50;0;26
0.401;321;01/01/2004;26/05/2004;Male;Alone;CSP50;Private;51;1;0;0;1;0;0;0;0;7;50;0;25
0.098;325;26/05/2004;01/07/2004;Male;Alone;CSP50;Private;51;0;0;0;1;0;0;0;0;7;50;0;24
0.499;327;01/07/2004;NA;Male;Alone;CSP50;Private;51;0;0;0;1;0;0;0;0;7;50;0;24
0.416;115;01/01/2004;01/06/2004;Male;Alone;CSP50;Private+trip to office;28;0;0;1;1;0;1;0;0;6;95;0;19
0.583;120;01/06/2004;NA;Male;Alone;CSP50;Private+trip to office;28;0;0;0;1;0;1;0;0;6;90;0;18
0.51;269;01/01/2004;05/07/2004;Male;Other;CSP50;Private+trip to office;42;0;0;0;0;1;0;0;0;7;50;0;20
0.489;275;05/07/2004;NA;Male;Other;CSP50;Private+trip to office;43;0;0;0;0;1;0;0;0;7;50;0;21
0.582;370;01/01/2004;31/07/2004;Female;Other;CSP50;Private+trip to office;49;0;58.0640483383686;0;0;0;1;0;0;7;50;1;19
0.23;377;31/08/2004;24/11/2004;Female;Other;CSP50;Private+trip to office;49;0;0;0;1;0;1;0;0;7;50;0;18
0.103;380;24/11/2004;NA;Female;Other;CSP50;Private+trip to office;50;0;0;0;1;0;1;0;0;7;50;0;19
0.052;514;06/08/2004;25/08/2004;Male;Other;CSP50;Private+trip to office;61;0;0;0;0;0;0;0;0;11;50;0;19
0.005;514;25/08/2004;27/08/2004;Male;Other;CSP50;Private+trip to office;61;0;0;0;0;0;0;0;0;11;50;0;19
0.345;514;27/08/2004;NA;Male;Other;CSP50;Private+trip to office;61;0;0;0;0;0;0;0;0;11;50;0;19
0.397;577;08/01/2004;01/06/2004;Male;Other;CSP60;Private;79;0;0;1;0;0;0;0;0;7;62;0;31
0.002;582;01/06/2004;02/06/2004;Male;Other;CSP60;Private;80;0;0;1;0;0;0;0;0;7;58;0;32
0.58;582;02/06/2004;NA;Male;Other;CSP60;Private;80;0;0;1;0;0;0;0;0;7;58;0;32
0.262;509;27/07/2004;01/11/2004;Male;Other;CSP60;Private;64;0;0;0;1;0;0;0;0;8;50;0;22
0.228;484;09/07/2004;01/10/2004;Female;Other;CSP50;Private;62;1;0;0;1;0;0;2;0;10;52;0;22
0.249;487;01/10/2004;NA;Female;Other;CSP50;Private;63;1;0;0;1;0;0;2;0;10;50;0;23
0.416;55;01/01/2004;01/06/2004;Female;Other;CSP50;Private+trip to office;23;0;0;0;0;0;0;0;0;10;80;0;19
0.336;60;01/06/2004;02/10/2004;Female;Other;CSP50;Private+trip to office;23;0;0;0;0;0;0;0;0;10;76;0;18
0.447;344;20/07/2004;NA;Male;Other;CSP1;Professional;46;0;0;0;0;0;0;0;0;7;50;0;18
0.052;57;01/01/2004;20/01/2004;Female;Alone;CSP55;Private+trip to office;23;0;0;0;0;0;0;1;0;7;80;0;19
0.024;58;04/02/2004;13/02/2004;Female;Alone;CSP55;Private+trip to office;23;0;0;0;0;0;0;1;0;7;80;0;19
0.3;58;13/02/2004;01/06/2004;Female;Alone;CSP55;Private+trip to office;23;0;0;0;0;0;0;1;0;7;80;0;19
0.422;62;01/06/2004;03/11/2004;Female;Alone;CSP55;Private+trip to office;24;0;0;0;0;0;0;1;0;7;76;0;19
0.161;67;03/11/2004;NA;Female;Alone;CSP55;Private+trip to office;24;0;0;0;0;0;0;0;0;7;76;0;19
0.478;501;09/07/2004;NA;Male;Other;CSP60;Private;63;0;0;0;1;0;0;0;0;6;50;0;22
0.361;236;21/02/2004;01/07/2004;Female;Other;CSP50;Professional;38;0;0;0;0;0;0;1;0;2;50;0;19
0.5;449;01/01/2004;01/07/2004;Female;Other;CSP60;Private;55;0;0;0;1;0;0;0;0;4;50;0;18
0.499;455;01/07/2004;NA;Female;Other;CSP60;Private;56;0;0;0;1;0;0;0;0;4;50;0;19
0.267;137;25/03/2004;01/07/2004;Male;Alone;CSP50;Professional;31;0;710.188821752266;0;1;0;0;0;0;8;80;1;20
0.499;141;01/07/2004;NA;Male;Alone;CSP50;Professional;31;0;0;0;1;1;0;0;0;8;76;0;20
0.5;58;01/01/2004;01/07/2004;Male;Alone;CSP55;Private+trip to office;24;0;0;0;0;0;0;0;0;7;95;0;20
0.374;451;01/01/2004;16/05/2004;Male;Other;CSP1;Professional;57;0;1562.35649546828;0;0;0;0;0;0;3;50;1;20
0.625;455;16/05/2004;NA;Male;Other;CSP1;Professional;58;0;397.258006042296;1;0;0;0;0;0;3;50;1;21
0.158;266;05/05/2004;02/07/2004;Male;Other;CSP55;Private+trip to office;40;0;0;0;0;0;0;0;0;6;50;0;18
0.497;268;02/07/2004;NA;Male;Other;CSP55;Private+trip to office;40;0;0;0;0;0;0;0;0;6;50;0;18
0.441;219;01/01/2004;10/06/2004;Female;Other;CSP50;Private+trip to office;50;0;0;0;1;0;0;0;0;11;50;0;32
0.5;307;01/01/2004;01/07/2004;Male;Other;CSP50;Private+trip to office;45;0;0;0;0;0;0;0;0;7;80;0;20
0.437;187;24/01/2004;01/07/2004;Male;Other;CSP50;Private+trip to office;43;0;0;0;0;1;0;2;0;5;50;0;28
0.499;193;01/07/2004;NA;Male;Other;CSP50;Private+trip to office;43;0;0;0;0;1;0;2;0;5;50;0;27
0.519;415;01/01/2004;08/07/2004;Female;Other;CSP50;Private+trip to office;54;0;0;0;0;0;0;0;0;9;50;0;20
0.5;288;01/01/2004;01/07/2004;Male;Other;CSP55;Private;42;0;13526.6374622356;2;0;0;0;0;0;6;76;1;18
0.499;294;01/07/2004;NA;Male;Other;CSP55;Private;43;0;0;2;1;0;0;0;0;6;95;0;19
0.1;233;25/05/2004;01/07/2004;Female;Alone;CSP50;Private;49;0;0;0;0;0;0;0;2;10;80;0;30
0.499;235;01/07/2004;NA;Female;Alone;CSP50;Private;49;0;0;0;0;0;0;0;2;10;76;0;30
0.308;547;10/03/2004;01/07/2004;Male;Other;CSP46;Professional;64;0;0;0;0;0;0;0;0;7;50;0;19
0.499;551;01/07/2004;NA;Male;Other;CSP46;Professional;64;0;0;0;0;0;0;0;0;7;50;0;19
0.166;276;01/01/2004;01/03/2004;Male;Other;CSP1;Professional;41;0;0;0;4;0;0;1;0;11;64;0;18
0.833;278;01/03/2004;NA;Male;Other;CSP66;Professional;41;0;0;0;4;0;0;1;0;11;60;0;18
0.386;155;12/05/2004;01/10/2004;Male;Other;CSP50;Private+trip to office;31;0;0;0;3;0;0;0;0;7;64;0;19
0.002;160;01/10/2004;02/10/2004;Male;Other;CSP50;Private+trip to office;31;1;0;0;3;0;0;0;0;7;60;0;18
0.068;160;02/10/2004;27/10/2004;Male;Other;CSP50;Private;31;1;0;0;3;0;0;0;0;7;60;0;18
0.178;160;27/10/2004;NA;Male;Other;CSP50;Private;31;1;0;0;3;0;0;0;0;7;60;0;18
0.5;150;01/01/2004;01/07/2004;Male;Other;CSP46;Professional;32;0;-579.532930513595;0;0;0;0;0;0;10;80;0;20
0.5;200;01/01/2004;01/07/2004;Male;Other;CSP66;Private;34;0;0;0;0;0;0;0;1;10;57;0;18
0.099;519;20/02/2004;26/03/2004;Male;Other;CSP60;Private;64;0;0;0;1;0;0;0;0;7;63;0;21
0.431;520;26/03/2004;01/09/2004;Male;Other;CSP60;Private;64;0;0;0;1;0;0;0;0;7;63;0;21
0.333;526;01/09/2004;NA;Male;Other;CSP60;Private;64;0;0;0;0;0;0;0;0;7;59;0;21
0.53;114;01/01/2004;12/07/2004;Female;Other;CSP50;Private+trip to office;27;0;1521.2003021148;1;2;0;0;0;1;7;80;1;18
0.144;275;09/11/2004;NA;Male;Other;CSP50;Professional;42;0;0;0;0;0;0;0;0;11;80;0;20
0.782;584;01/01/2004;13/10/2004;Male;Other;CSP60;Private;76;0;0;0;0;0;0;0;0;5;50;0;28
0.217;593;13/10/2004;NA;Male;Other;CSP60;Private;76;0;0;0;0;0;0;0;0;5;50;0;27
0.5;310;01/01/2004;01/07/2004;Male;Alone;CSP50;Private;45;0;0;0;0;0;0;1;0;11;50;0;20
0.416;456;01/01/2004;01/06/2004;Male;Alone;CSP50;Private;64;0;0;1;0;0;1;0;0;7;50;0;26
0.541;501;01/01/2004;16/07/2004;Male;Other;CSP60;Private;66;0;0;0;1;0;0;1;0;9;50;0;25
0.666;244;01/01/2004;01/09/2004;Male;Other;CSP50;Private+trip to office;38;0;0;0;0;0;0;0;0;10;50;0;18
0.413;149;17/02/2004;16/07/2004;Male;Alone;CSP50;Private+trip to office;30;1;0;1;0;0;0;0;0;6;118;0;18
0.458;154;16/07/2004;NA;Male;Alone;CSP50;Private+trip to office;31;1;0;1;0;0;0;0;0;6;112;0;19
0.458;137;16/07/2004;NA;Male;Other;CSP50;Private;36;0;0;2;0;0;0;0;0;10;147;0;25
0.383;61;13/08/2004;NA;Female;Other;CSP50;Private+trip to office;52;0;0;0;1;0;0;0;0;6;76;0;47
0.5;210;01/01/2004;01/07/2004;Male;Other;CSP55;Private+trip to office;37;0;0;0;0;0;0;0;0;8;68;0;20
0.499;216;01/07/2004;NA;Male;Other;CSP55;Private+trip to office;37;0;0;0;0;0;0;0;0;8;64;0;19
0.5;218;01/01/2004;01/07/2004;Female;Other;CSP50;Professional;36;0;0;1;0;0;0;0;0;10;59;0;18
0.353;96;24/08/2004;NA;Male;Other;CSP50;Private+trip to office;26;0;0;0;0;0;0;2;0;6;68;0;18
0.5;362;01/01/2004;01/07/2004;Male;Other;CSP50;Private;50;0;-141.967069486405;2;1;0;0;0;3;10;50;0;20
0.23;549;08/10/2004;NA;Male;Other;CSP60;Private;64;0;0;0;0;0;0;0;0;9;50;0;19
0.5;130;01/01/2004;01/07/2004;Female;Alone;CSP50;Private+trip to office;29;0;0;1;2;0;0;1;0;10;80;0;19
0.499;136;01/07/2004;NA;Female;Alone;CSP50;Private+trip to office;29;0;0;1;2;0;0;1;0;10;89;0;18
0.77;574;24/03/2004;NA;Male;Other;CSP60;Private;67;0;0;0;0;0;0;0;0;2;50;0;20
0.5;216;01/01/2004;01/07/2004;Male;Alone;CSP1;Professional run;38;0;0;1;1;0;1;2;3;11;99;0;20
0.5;499;01/01/2004;01/07/2004;Male;Other;CSP60;Private;67;0;0;0;0;0;1;2;0;6;50;0;26
0.499;505;01/07/2004;NA;Male;Other;CSP60;Private;67;0;0;0;0;0;1;1;0;6;50;0;25
0.497;319;02/07/2004;NA;Female;Other;CSP1;Professional;52;0;0;0;0;0;0;0;0;11;76;0;26
0.583;138;01/01/2004;01/08/2004;Male;Other;CSP50;Private;29;0;3718.78549848943;1;0;0;1;0;0;9;76;1;18
0.249;153;01/10/2004;NA;Female;Other;CSP55;Private+trip to office;31;0;0;0;1;0;0;0;0;7;51;0;19
0.367;281;19/08/2004;NA;Female;Other;CSP48;Private;54;0;0;0;0;0;0;1;0;7;50;0;31
0.086;89;26/07/2004;27/08/2004;Male;Other;CSP55;Private;29;0;0;0;0;0;0;1;0;8;95;0;22
0.345;90;27/08/2004;NA;Male;Other;CSP55;Private;29;0;0;0;0;0;0;1;0;8;95;0;22
0.439;120;23/07/2004;NA;Female;Other;CSP50;Private+trip to office;29;0;0;0;1;0;0;0;0;10;68;0;19
0.211;147;15/10/2004;NA;Female;Other;CSP50;Private+trip to office;33;0;0;0;1;2;0;0;0;10;68;0;21
0.5;114;01/01/2004;01/07/2004;Male;Other;CSP42;Professional run;28;0;0;0;0;0;0;2;0;11;93;0;19
0.571;240;01/01/2004;27/07/2004;Male;Other;CSP46;Professional;38;0;0;0;0;0;0;1;0;6;50;0;18
0.192;465;22/10/2004;NA;Male;Other;CSP42;Professional run;56;0;0;0;0;0;0;0;0;3;50;0;18
0.308;267;10/09/2004;NA;Female;Other;CSP50;Private+trip to office;42;0;0;0;1;0;0;0;0;6;50;0;20
0.579;490;01/01/2004;30/07/2004;Male;Other;CSP60;Private;72;0;357.350755287009;0;0;0;0;0;0;9;80;1;32
0.42;496;30/07/2004;NA;Male;Other;CSP60;Private;73;0;0;0;0;0;0;1;0;9;76;0;32
0.833;403;01/01/2004;01/11/2004;Female;Other;CSP55;Private+trip to office;52;0;0;0;1;0;0;0;0;7;50;0;19
0.458;529;16/07/2004;NA;Male;Other;CSP60;Private;62;0;0;0;0;0;0;0;0;7;50;0;18
0.558;287;27/04/2004;18/11/2004;Female;Other;CSP60;Private;64;1;0;0;0;0;0;0;0;7;50;0;41
0.12;294;18/11/2004;NA;Female;Other;CSP60;Private;65;1;0;0;0;0;0;0;0;7;50;0;41
0.602;103;01/01/2004;08/08/2004;Male;Other;CSP66;Private+trip to office;32;0;0;2;2;0;0;1;0;7;148;0;24
0.822;252;05/03/2004;NA;Female;Other;CSP50;Private+trip to office;39;0;0;0;0;0;0;0;1;4;50;0;18
0.135;250;01/01/2004;20/02/2004;Female;Other;CSP50;Private+trip to office;38;0;0;0;0;0;0;0;1;4;50;0;18
0.911;427;03/02/2004;NA;Male;Other;CSP66;Professional;53;0;0;0;2;1;0;1;0;11;50;0;18
0.583;510;01/01/2004;01/08/2004;Male;Other;CSP48;Private+trip to office;64;0;0;0;0;0;0;0;0;6;50;0;22
0.416;517;01/08/2004;NA;Male;Other;CSP48;Private+trip to office;65;0;0;0;0;0;0;0;0;6;50;0;22
0.375;533;16/06/2004;01/11/2004;Male;Other;CSP60;Private;78;0;0;0;0;0;0;0;0;10;50;0;34
0.666;511;01/01/2004;01/09/2004;Male;Other;CSP55;Private;61;0;0;0;0;0;0;2;0;6;50;0;19
0.053;246;14/05/2004;03/06/2004;Male;Other;CSP50;Private+trip to office;39;0;0;0;0;0;0;1;0;7;50;0;19
0.577;247;03/06/2004;NA;Male;Other;CSP50;Private+trip to office;39;0;0;0;0;0;0;1;0;7;50;0;19
0.916;330;01/01/2004;01/12/2004;Male;Other;CSP66;Professional;46;0;0;0;0;0;0;3;0;9;54;0;19
0.61;394;01/01/2004;11/08/2004;Male;Alone;CSP50;Private;54;0;7072.90332326284;1;0;0;0;0;0;9;50;1;22
0.389;401;11/08/2004;NA;Male;Alone;CSP50;Private;54;0;0;1;0;0;0;0;0;9;50;0;21
0.513;299;25/06/2004;30/12/2004;Male;Alone;CSP50;Private+trip to office;50;0;2739.42598187311;1;0;0;0;0;0;11;50;1;26
0.003;305;30/12/2004;NA;Male;Alone;CSP50;Private+trip to office;50;0;0;1;1;0;0;0;0;11;50;0;25
0.583;112;01/01/2004;01/08/2004;Male;Other;CSP50;Private+trip to office;29;0;0;0;0;0;0;0;0;6;68;0;20
0.666;344;01/01/2004;01/09/2004;Female;Other;CSP50;Private+trip to office;55;0;0;1;0;0;0;0;0;5;50;0;27
0.194;271;19/07/2004;29/09/2004;Male;Other;CSP55;Private+trip to office;45;0;0;0;0;0;0;0;0;6;50;0;23
0.256;273;29/09/2004;NA;Male;Other;CSP55;Private+trip to office;45;0;0;0;0;0;0;0;0;6;50;0;23
0.024;274;06/03/2004;15/03/2004;Female;Alone;CSP50;Private+trip to office;41;0;0;0;0;0;0;0;1;11;50;0;19
0.545;274;15/03/2004;01/10/2004;Female;Alone;CSP50;Private+trip to office;41;0;0;0;0;0;0;0;1;11;50;0;19
0.27;246;24/09/2004;NA;Male;Other;CSP50;Professional;38;0;0;0;0;0;0;0;0;7;50;0;18
0.524;398;08/03/2004;17/09/2004;Male;Other;CSP50;Professional;51;0;0;0;1;0;0;1;1;4;50;0;18
0.289;404;17/09/2004;NA;Male;Other;CSP50;Professional;51;0;0;0;1;0;0;1;1;4;50;0;18
0.583;417;01/01/2004;01/08/2004;Male;Other;CSP46;Professional;55;0;0;0;0;0;1;1;0;6;80;0;21
0.416;424;01/08/2004;NA;Male;Other;CSP46;Professional;56;0;0;0;0;0;1;1;0;6;76;0;21
0.475;505;10/02/2004;01/08/2004;Female;Other;CSP60;Private;60;0;0;0;0;0;0;1;0;10;50;0;18
0.416;511;01/08/2004;NA;Female;Other;CSP60;Private;61;0;0;0;0;0;0;1;0;10;50;0;19
0.229;536;01/01/2004;24/03/2004;Male;Other;CSP60;Private;69;0;0;1;0;0;0;0;1;9;50;0;25
0.275;133;29/06/2004;08/10/2004;Male;Other;CSP55;Private+trip to office;31;0;0;1;1;1;0;0;0;4;68;0;20
0.23;137;08/10/2004;NA;Male;Other;CSP55;Private+trip to office;31;0;0;1;1;1;0;0;0;4;85;0;20
0.75;53;01/01/2004;01/10/2004;Male;Alone;CSP50;Private+trip to office;24;0;0;0;1;0;0;1;0;9;80;0;20
0.264;339;26/07/2004;01/11/2004;Male;Alone;CSP55;Private;46;0;0;0;0;0;0;1;0;11;50;0;18
0.166;343;01/11/2004;NA;Male;Alone;CSP55;Private;47;0;0;0;0;0;0;1;0;11;50;0;19
0.157;225;03/03/2004;30/04/2004;Female;Alone;CSP50;Professional run;36;0;0;2;0;0;0;1;0;7;60;0;18
0.013;418;01/01/2004;06/01/2004;Male;Other;CSP60;Private;65;0;0;0;0;0;0;2;0;8;50;0;31
0.653;418;06/01/2004;01/09/2004;Male;Other;CSP60;Private;65;0;0;0;0;0;0;2;0;8;50;0;31
0.666;96;01/01/2004;01/09/2004;Female;Alone;CSP50;Private+trip to office;26;0;0;0;0;0;0;1;0;5;95;0;18
0.597;495;21/01/2004;26/08/2004;Female;Other;CSP60;Private;63;1;899.097280966767;1;1;0;0;0;0;6;50;1;22
0.014;502;26/08/2004;01/09/2004;Female;Other;CSP60;Private;63;1;0;1;1;0;0;1;0;6;50;0;22
0.333;503;01/09/2004;NA;Female;Other;CSP60;Private;63;1;0;1;1;0;0;1;0;6;50;0;22
0.75;460;01/01/2004;01/10/2004;Male;Other;CSP50;Private+trip to office;59;0;0;1;0;0;0;0;0;10;50;0;21
0.249;469;01/10/2004;NA;Male;Other;CSP50;Private+trip to office;59;0;0;1;0;0;0;0;0;10;50;0;20
0.192;195;22/10/2004;NA;Female;Alone;CSP55;Private+trip to office;38;0;0;1;1;0;0;0;0;11;95;0;22
0.773;282;23/03/2004;NA;Female;Other;CSP50;Private+trip to office;56;0;0;0;0;0;0;0;0;11;50;0;33
0.092;73;28/07/2004;01/09/2004;Male;Alone;CSP50;Private+trip to office;24;0;0;0;0;0;0;0;0;6;95;0;18
