"Exposure","LicAge","RecordBeg","RecordEnd","Gender","MariStat","SocioCateg","VehUsage","DrivAge","HasKmLimit","ClaimAmount","ClaimNbResp","ClaimNbNonResp","ClaimNbParking","ClaimNbFireTheft","ClaimNbWindscreen","OutUseNb","RiskArea","BonusMalus","ClaimInd"
0.191,237,2004-08-16,2004-10-25,"Male","Other","CSP1","Private+trip to office",37,0,0,0,0,0,1,0,0,10,57,0
0.184,239,2004-10-25,NA,"Male","Other","CSP1","Private+trip to office",38,0,0,0,0,0,0,0,0,10,54,0
0.489,80,2004-02-05,2004-08-01,"Female","Other","CSP50","Professional",36,0,0,0,0,0,0,0,0,11,72,0
0.416,86,2004-08-01,NA,"Female","Other","CSP50","Professional",36,0,0,0,0,0,0,0,1,11,68,0
0.666,527,2004-01-01,2004-09-01,"Male","Other","CSP66","Professional",67,0,0,0,1,0,0,0,0,9,50,0
0.075,450,2004-12-04,NA,"Male","Alone","CSP50","Private",57,0,0,0,0,0,0,0,0,7,50,0
0.077,450,2004-12-03,NA,"Male","Alone","CSP50","Private",57,0,0,0,0,0,0,0,0,7,50,0
0.314,206,2004-09-08,NA,"Male","Other","CSP50","Private+trip to office",43,0,0,0,2,0,0,0,5,10,60,0
0.649,348,2004-01-01,2004-08-25,"Male","Other","CSP50","Professional",47,0,0,0,0,0,0,0,2,7,52,0
0.538,511,2004-02-14,2004-08-28,"Male","Other","CSP50","Professional",60,0,0,0,0,0,0,1,1,7,50,0
0.502,151,2004-01-01,2004-07-02,"Male","Other","CSP50","Private",30,0,0,0,0,1,0,0,3,7,60,0
0.088,157,2004-07-02,2004-08-04,"Male","Other","CSP50","Private",31,0,0,0,0,1,0,0,3,7,57,0
0.21,158,2004-08-04,2004-10-20,"Male","Other","CSP50","Private",31,1,0,0,0,0,0,0,3,7,57,0
0.37,94,2004-01-29,2004-06-12,"Female","Other","CSP50","Private+trip to office",28,0,3628.28429003021,1,2,0,0,1,3,10,95,1
0.177,110,2004-07-19,2004-09-23,"Female","Other","CSP50","Private+trip to office",28,0,0,1,0,0,1,1,0,7,64,0
0.273,112,2004-09-23,NA,"Female","Other","CSP50","Private+trip to office",28,0,0,1,0,0,1,1,0,7,80,0
0.666,208,2004-01-01,2004-09-01,"Female","Other","CSP1","Professional",39,0,0,0,2,0,2,0,0,10,50,0
0.114,449,2004-07-20,2004-09-01,"Female","Other","CSP1","Professional run",55,0,0,1,0,0,0,2,0,6,60,0
0.333,451,2004-09-01,NA,"Female","Other","CSP1","Professional run",55,0,0,1,0,0,0,2,0,6,72,0
0.228,552,2004-10-09,NA,"Male","Other","CSP48","Private",64,0,0,1,0,0,0,0,0,7,50,0
0.48,318,2004-04-08,2004-10-01,"Male","Other","CSP66","Professional",44,0,0,0,0,1,0,1,2,10,50,0
0.002,620,2004-02-06,2004-02-07,"Male","Other","CSP60","Private",79,1,0,0,0,0,0,0,0,10,50,0
0.185,620,2004-02-07,2004-04-14,"Male","Other","CSP60","Private",79,1,0,0,0,0,0,0,0,10,50,0
0.833,204,2004-01-01,2004-11-01,"Female","Other","CSP55","Private+trip to office",36,0,1479.03081570997,0,0,0,0,1,0,5,64,1
0.197,164,2004-10-20,NA,"Female","Alone","CSP55","Private+trip to office",32,0,0,0,0,1,0,0,0,7,68,0
0.264,577,2004-08-26,2004-12-01,"Male","Other","CSP60","Private",66,0,0,0,0,0,0,1,0,6,50,0
0.083,581,2004-12-01,NA,"Male","Other","CSP60","Private",66,0,0,0,0,0,0,0,0,6,50,0
0.122,191,2004-11-17,NA,"Male","Other","CSP50","Private+trip to office",36,0,0,0,0,0,0,0,0,7,68,0
0.844,252,2004-01-01,2004-11-05,"Male","Alone","CSP50","Private+trip to office",39,0,0,0,0,1,0,1,0,11,84,0
0.136,354,2004-11-12,NA,"Male","Other","CSP50","Professional",48,0,0,0,0,0,1,1,0,7,50,0
0.71,76,2004-01-01,2004-09-17,"Male","Alone","CSP50","Private+trip to office",25,0,0,1,2,0,0,0,2,10,118,0
0.666,448,2004-01-01,2004-09-01,"Female","Other","CSP55","Private",58,0,0,3,0,0,0,0,0,4,69,0
0.128,417,2004-07-15,2004-09-01,"Female","Other","CSP50","Private+trip to office",52,0,0,1,0,0,0,0,0,10,58,0
0.333,419,2004-09-01,NA,"Female","Other","CSP50","Private+trip to office",53,0,0,1,0,0,0,0,0,10,55,0
0.611,317,2004-01-21,2004-09-01,"Male","Other","CSP50","Professional run",46,0,0,0,0,0,0,0,0,7,50,0
0.333,325,2004-09-01,NA,"Male","Other","CSP50","Professional run",47,0,0,0,0,0,0,0,0,7,50,0
0.25,546,2004-01-01,2004-04-01,"Male","Other","CSP1","Professional",66,0,0,0,0,0,0,0,0,6,50,0
0.749,549,2004-04-01,NA,"Male","Other","CSP1","Professional",66,0,0,0,0,0,0,0,0,6,50,0
0.666,167,2004-01-01,2004-09-01,"Male","Other","CSP50","Professional",32,0,0,0,1,0,1,0,0,7,90,0
0.016,78,2004-01-01,2004-01-07,"Female","Alone","CSP50","Private+trip to office",29,0,0,1,1,1,0,0,1,10,85,0
0.65,78,2004-01-07,2004-09-01,"Female","Alone","CSP50","Private+trip to office",29,0,0,1,1,1,0,0,1,10,85,0
0.75,264,2004-01-01,2004-10-01,"Female","Other","CSP55","Private+trip to office",49,0,0,0,0,0,0,0,0,10,50,0
0.21,164,2004-01-01,2004-03-17,"Female","Other","CSP50","Private+trip to office",34,0,0,0,0,0,0,0,1,6,57,0
0.042,166,2004-03-17,2004-04-02,"Female","Other","CSP50","Private+trip to office",35,0,0,0,0,0,0,0,1,6,57,0
0.663,167,2004-04-02,2004-12-01,"Female","Other","CSP50","Private+trip to office",35,0,0,0,0,0,0,0,1,6,57,0
0.083,175,2004-12-01,NA,"Female","Other","CSP50","Private+trip to office",35,0,0,0,0,0,0,0,1,6,54,0
0.032,450,2004-12-11,2004-12-23,"Female","Other","CSP37","Private",56,1,0,0,0,0,0,1,0,6,50,0
0.023,450,2004-12-23,NA,"Female","Other","CSP37","Private",56,1,0,0,0,0,0,1,0,6,50,0
0.695,462,2004-04-21,NA,"Male","Other","CSP50","Private+trip to office",57,0,0,0,0,0,0,1,0,9,50,0
0.017,438,2004-09-25,2004-10-01,"Male","Other","CSP60","Private",56,0,0,0,1,0,0,2,0,6,50,0
0.249,439,2004-10-01,NA,"Male","Other","CSP60","Private",56,0,0,0,1,0,0,2,0,6,50,0
0.924,588,2004-01-01,2004-12-04,"Male","Other","CSP60","Private",77,0,0,0,0,0,0,0,0,9,50,0
0.278,402,2004-05-21,2004-09-01,"Male","Other","CSP66","Professional",52,0,0,0,1,0,0,2,1,4,50,0
0.333,406,2004-09-01,NA,"Male","Other","CSP66","Professional",52,0,0,0,1,0,0,2,1,4,50,0
0.666,111,2004-01-01,2004-09-01,"Male","Alone","CSP50","Private+trip to office",28,0,1142.75891238671,0,0,0,0,1,0,7,72,1
0.478,295,2004-03-09,2004-09-01,"Female","Other","CSP50","Private+trip to office",42,0,1418.61027190332,1,0,1,0,0,0,7,62,1
0.333,301,2004-09-01,NA,"Female","Other","CSP50","Private+trip to office",43,0,1919.78972809668,2,0,1,0,0,0,7,77,1
0.815,146,2004-01-01,2004-10-25,"Female","Alone","CSP50","Private+trip to office",32,0,0,0,0,0,0,2,0,11,54,0
0.316,561,2004-09-07,NA,"Male","Other","CSP60","Private",71,0,0,0,0,0,0,0,0,9,54,0
0.297,491,2004-05-14,2004-09-01,"Male","Other","CSP50","Private+trip to office",59,0,0,1,0,0,0,0,0,10,85,0
0.333,495,2004-09-01,NA,"Male","Other","CSP50","Private+trip to office",59,0,1418.61027190332,1,0,0,0,0,0,10,80,1
1,419,2004-01-01,NA,"Male","Other","CSP50","Private",53,0,0,0,0,0,0,0,0,11,50,0
0.833,204,2004-01-01,2004-11-01,"Male","Other","CSP50","Private+trip to office",42,0,0,0,0,0,0,0,0,7,50,0
0.397,80,2004-04-30,2004-09-23,"Female","Alone","CSP50","Private+trip to office",24,0,0,1,0,0,0,1,0,7,95,0
0.08,85,2004-09-23,2004-10-22,"Female","Alone","CSP50","Private+trip to office",25,0,0,1,0,0,0,1,0,7,90,0
0.192,86,2004-10-22,NA,"Female","Alone","CSP50","Private+trip to office",25,0,0,1,0,0,0,1,0,7,90,0
0.666,167,2004-01-01,2004-09-01,"Male","Alone","CSP50","Private+trip to office",35,0,0,0,0,0,0,1,0,10,85,0
0.333,175,2004-09-01,NA,"Male","Alone","CSP50","Private+trip to office",35,0,0,0,0,0,0,1,0,10,80,0
0.737,380,2004-01-01,2004-09-27,"Male","Other","CSP60","Private",61,0,0,0,0,0,1,0,0,9,50,0
0.222,418,2004-10-11,NA,"Female","Alone","CSP55","Private+trip to office",53,0,0,1,0,0,0,3,0,9,50,0
0.743,377,2004-01-01,2004-09-29,"Male","Other","CSP1","Professional",49,0,1672.44018126888,0,0,0,1,0,0,7,50,1
0.129,101,2004-01-01,2004-02-18,"Male","Alone","CSP50","Private+trip to office",26,0,14434.4773413897,0,0,0,0,0,0,10,80,1
0.392,128,2004-05-10,2004-10-01,"Male","Alone","CSP50","Private+trip to office",28,0,0,0,1,0,0,1,0,10,72,0
0.249,133,2004-10-01,NA,"Male","Alone","CSP50","Private+trip to office",29,0,0,0,1,0,0,1,0,10,68,0
0.666,316,2004-01-01,2004-09-01,"Female","Other","CSP1","Professional",47,0,481.632326283988,1,0,0,0,0,0,9,50,1
0.333,324,2004-09-01,NA,"Female","Other","CSP1","Professional",48,0,0,1,0,0,0,1,0,9,50,0
0.658,327,2004-02-04,2004-10-01,"Female","Other","CSP50","Private+trip to office",51,0,0,2,1,0,0,0,0,10,50,0
0.249,335,2004-10-01,NA,"Female","Other","CSP50","Private+trip to office",52,0,0,2,0,0,0,0,0,10,62,0
1,234,2004-01-01,NA,"Male","Alone","CSP50","Private+trip to office",39,0,0,0,0,1,0,2,1,6,54,0
0.666,595,2004-01-01,2004-09-01,"Male","Other","CSP60","Private",68,0,1531.72205438066,0,1,0,0,0,0,7,50,1
0.333,603,2004-09-01,NA,"Male","Other","CSP60","Private",69,0,0,1,0,0,0,0,0,7,50,0
0.122,344,2004-11-17,NA,"Female","Other","CSP55","Professional",47,0,0,0,1,0,0,0,3,9,50,0
0.413,443,2004-04-02,2004-09-01,"Male","Other","CSP50","Private+trip to office",55,0,0,1,0,0,0,0,4,11,84,0
0.083,451,2004-12-01,NA,"Male","Other","CSP50","Private+trip to office",55,0,0,1,0,0,0,0,3,11,84,0
0.034,663,2004-10-22,2004-11-04,"Male","Other","CSP60","Private",76,0,0,1,1,0,0,0,0,7,50,0
0.158,664,2004-11-04,NA,"Male","Other","CSP60","Private",76,0,0,1,1,0,0,0,0,7,50,0
0.75,559,2004-01-01,2004-10-01,"Female","Other","CSP50","Private+trip to office",65,0,0,0,0,0,1,0,0,7,60,0
0.394,461,2004-08-09,NA,"Male","Other","CSP66","Private",62,0,0,0,0,0,0,0,0,7,50,0
0.75,434,2004-01-01,2004-10-01,"Female","Alone","CSP1","Professional",54,0,7770.49667673716,1,1,0,1,0,0,12,90,1
0.75,286,2004-01-01,2004-10-01,"Female","Other","CSP55","Private+trip to office",53,0,0,0,0,0,0,0,0,7,50,0
0.75,305,2004-01-01,2004-10-01,"Male","Other","CSP48","Private+trip to office",43,0,0,0,0,0,0,0,0,10,81,0
0.247,424,2004-06-30,2004-09-29,"Female","Other","CSP66","Professional",55,0,0,0,0,1,0,0,0,7,50,0
0.746,387,2004-01-01,2004-09-30,"Female","Other","CSP50","Private+trip to office",50,0,0,0,0,0,0,0,0,9,50,0
0.253,395,2004-09-30,NA,"Female","Other","CSP50","Private+trip to office",51,0,0,0,0,0,0,0,0,9,50,0
0.325,635,2004-06-04,2004-10-01,"Male","Other","CSP60","Private",82,0,0,0,0,0,0,0,0,5,50,0
0.249,639,2004-10-01,NA,"Male","Other","CSP60","Private",82,0,0,0,0,0,0,0,0,5,50,0
0.249,160,2004-10-01,NA,"Female","Other","CSP50","Private+trip to office",31,0,0,0,0,0,0,0,0,5,76,0
0.437,162,2004-03-24,2004-09-01,"Male","Other","CSP55","Private+trip to office",33,0,0,0,0,0,0,1,0,3,68,0
0.333,168,2004-09-01,NA,"Male","Other","CSP55","Private+trip to office",33,0,0,0,0,0,0,1,0,3,64,0
0.666,467,2004-01-01,2004-09-01,"Male","Other","CSP1","Professional",59,0,0,1,3,0,0,0,0,6,50,0
0.208,185,2004-07-21,2004-10-06,"Male","Other","CSP50","Private+trip to office",33,0,0,0,0,0,0,2,0,10,68,0
0.236,188,2004-10-06,NA,"Male","Other","CSP50","Private+trip to office",34,0,0,0,0,0,0,2,0,10,64,0
0.025,371,2004-09-22,2004-10-01,"Male","Other","CSP1","Private+trip to office",49,0,0,0,0,0,0,1,0,4,50,0
0.249,372,2004-10-01,NA,"Male","Other","CSP1","Private+trip to office",50,0,0,0,0,0,0,1,0,4,50,0
1,528,2004-01-01,NA,"Male","Other","CSP60","Private",66,0,0,0,0,0,0,0,0,4,50,0
1,350,2004-01-01,NA,"Male","Other","CSP66","Professional",47,0,0,0,0,0,0,0,0,7,50,0
0.525,174,2004-06-22,NA,"Male","Other","CSP50","Private+trip to office",34,0,0,1,0,0,0,1,0,5,85,0
0.501,141,2004-03-31,2004-10-01,"Female","Other","CSP50","Private+trip to office",30,0,0,1,1,0,0,1,0,7,95,0
0.249,148,2004-10-01,NA,"Female","Other","CSP50","Private+trip to office",31,0,0,0,0,0,0,0,0,7,90,0
0.75,434,2004-01-01,2004-10-01,"Male","Other","CSP66","Professional",54,0,0,0,0,0,0,3,0,7,50,0
0.249,443,2004-10-01,NA,"Male","Other","CSP66","Professional",55,0,0,0,0,0,0,3,0,7,50,0
0.771,562,2004-01-01,2004-10-09,"Male","Other","CSP60","Private",70,0,0,0,0,0,0,1,0,10,50,0
0.75,241,2004-01-01,2004-10-01,"Female","Other","CSP66","Private+trip to office",39,0,0,0,0,0,0,0,2,13,50,0
0.23,468,2004-09-08,2004-12-01,"Male","Other","CSP50","Private+trip to office",57,0,0,0,1,0,0,2,0,4,50,0
0.083,471,2004-12-01,NA,"Male","Other","CSP50","Private+trip to office",58,0,0,0,1,0,0,2,0,4,50,0
0.75,156,2004-01-01,2004-10-01,"Male","Other","CSP50","Private+trip to office",31,0,6474.21208459214,1,0,0,0,0,2,5,106,1
0.232,318,2004-03-01,2004-05-25,"Female","Other","CSP50","Private+trip to office",58,0,0,2,0,0,0,0,4,7,74,0
0.75,395,2004-01-01,2004-10-01,"Female","Other","CSP60","Private",74,0,352.578851963746,0,1,0,0,0,0,3,50,1
0.598,192,2004-05-26,NA,"Male","Other","CSP1","Professional",34,0,0,0,0,0,0,0,0,6,53,0
0.18,414,2004-01-21,2004-03-26,"Female","Other","CSP50","Private+trip to office",53,0,0,0,0,0,0,1,0,5,50,0
0.017,416,2004-03-26,2004-04-02,"Female","Other","CSP50","Private+trip to office",53,0,0,0,0,0,0,1,0,5,50,0
0.023,396,2004-12-23,NA,"Male","Other","CSP66","Professional run",52,0,0,1,0,0,0,0,0,8,55,0
0.08,243,2004-12-02,NA,"Male","Alone","CSP50","Private",38,1,0,0,0,0,0,0,0,9,72,0
1,456,2004-01-01,NA,"Male","Other","CSP60","Private",67,0,1068.14048338369,0,0,0,0,2,0,11,50,1
0.96,206,2004-01-01,2004-12-17,"Female","Alone","CSP50","Private+trip to office",37,0,0,0,0,0,0,0,0,9,50,0
0.75,75,2004-01-01,2004-10-01,"Male","Other","CSP50","Private+trip to office",24,0,0,1,0,0,0,0,1,4,72,0
0.249,84,2004-10-01,NA,"Male","Other","CSP50","Private+trip to office",25,0,0,1,0,0,0,0,1,4,80,0
0.769,347,2004-01-01,2004-10-08,"Male","Other","CSP42","Professional",50,0,0,0,1,0,0,0,0,9,50,0
0.325,159,2004-06-04,2004-10-01,"Female","Other","CSP50","Private+trip to office",31,0,0,0,0,0,0,0,0,5,85,0
0.249,163,2004-10-01,NA,"Female","Other","CSP50","Private+trip to office",31,0,0,0,0,0,0,0,0,5,80,0
0.178,495,2004-10-27,NA,"Male","Other","CSP60","Private",60,0,0,1,0,0,0,0,0,6,50,0
0.109,518,2004-11-22,NA,"Female","Other","CSP60","Private",61,0,0,0,0,0,0,3,0,6,50,0
0.144,388,2004-11-09,NA,"Male","Alone","CSP57","Private+trip to office",51,0,0,0,0,0,0,0,1,9,56,0
0.75,510,2004-01-01,2004-10-01,"Female","Other","CSP60","Private",66,0,0,1,2,1,0,2,0,4,62,0
0.098,520,2004-11-26,NA,"Female","Other","CSP60","Private",67,0,0,1,2,1,0,1,0,5,58,0
0.297,106,2004-06-14,2004-10-01,"Male","Other","CSP50","Private",28,0,0,0,1,0,0,0,4,10,90,0
0.205,110,2004-10-01,2004-12-15,"Male","Other","CSP50","Private",28,0,0,0,1,0,0,0,4,10,85,0
0.044,112,2004-12-15,NA,"Male","Other","CSP50","Private",28,0,2120.84592145015,0,1,0,0,0,3,10,85,1
0.75,504,2004-01-01,2004-10-01,"Male","Other","CSP60","Private",61,0,0,0,0,0,0,0,0,2,50,0
0.638,597,2004-04-07,2004-11-27,"Male","Other","CSP60","Private",67,0,0,1,0,0,0,1,0,10,56,0
0.095,604,2004-11-27,NA,"Male","Other","CSP60","Private",68,0,0,1,0,0,0,1,0,10,53,0
0.036,428,2004-12-18,NA,"Female","Other","CSP50","Private+trip to office",54,0,0,0,2,1,0,0,0,7,50,0
0.728,570,2004-01-09,2004-10-01,"Male","Other","CSP60","Private",69,0,453.071601208459,0,0,0,0,0,0,8,50,1
0.249,579,2004-10-01,NA,"Male","Other","CSP60","Private",70,0,0,1,0,0,0,0,0,8,50,0
0.926,366,2004-01-28,NA,"Male","Other","CSP50","Private+trip to office",58,0,2709.96978851964,0,0,0,0,0,0,7,50,1
0.083,507,2004-01-01,2004-02-01,"Male","Other","CSP66","Private",60,0,0,0,0,0,1,1,0,7,50,0
0.916,508,2004-02-01,NA,"Male","Other","CSP66","Private",60,0,0,0,0,0,1,0,0,7,50,0
0.107,226,2004-01-01,2004-02-10,"Male","Other","CSP50","Professional run",37,0,0,0,0,0,0,0,0,9,62,0
0.642,227,2004-02-10,2004-10-01,"Male","Other","CSP50","Professional run",37,0,0,0,0,0,0,0,0,9,62,0
0.038,235,2004-10-01,2004-10-15,"Male","Other","CSP50","Professional run",37,0,0,0,0,0,0,0,0,9,57,0
0.48,290,2004-07-08,NA,"Male","Other","CSP2","Professional",42,0,0,0,1,0,0,1,0,10,50,0
0.144,138,2004-08-09,2004-10-01,"Female","Other","CSP50","Private+trip to office",31,0,0,0,0,0,0,0,0,9,90,0
0.465,173,2004-05-10,2004-10-28,"Male","Other","CSP50","Private",33,1,0,0,0,0,0,0,0,9,60,0
0.176,178,2004-10-28,NA,"Male","Other","CSP50","Private",33,1,0,0,0,0,0,0,0,9,57,0
0.52,488,2004-06-24,NA,"Male","Other","CSP60","Private",66,0,0,0,0,0,0,0,0,9,50,0
0.499,373,2004-07-01,NA,"Female","Other","CSP3","Professional",56,0,0,0,0,0,0,0,0,9,64,0
0.75,294,2004-01-01,2004-10-01,"Male","Other","CSP66","Professional",43,0,0,0,0,0,0,1,0,11,54,0
0.178,231,2004-10-27,NA,"Male","Other","CSP66","Private+trip to office",37,0,0,0,1,0,0,1,1,9,68,0
0.75,244,2004-01-01,2004-10-01,"Male","Other","CSP50","Private+trip to office",40,0,0,0,0,0,0,1,0,10,51,0
0.249,253,2004-10-01,NA,"Male","Other","CSP50","Private+trip to office",41,0,0,0,0,0,0,1,0,10,50,0
0.916,480,2004-01-01,2004-12-01,"Male","Other","CSP60","Private",58,0,0,0,0,0,0,0,0,6,50,0
0.826,283,2004-01-01,2004-10-29,"Male","Other","CSP50","Private+trip to office",41,0,0,0,1,0,0,0,1,8,53,0
0.028,592,2004-12-21,NA,"Female","Other","CSP60","Private",70,0,0,0,0,0,0,0,0,10,50,0
0.751,436,2004-03-31,NA,"Male","Other","CSP50","Private+trip to office",55,0,602.496978851964,0,0,0,0,0,3,3,50,1
0.416,381,2004-01-01,2004-06-01,"Female","Other","CSP55","Private+trip to office",56,0,0,0,1,0,0,0,0,10,50,0
0.75,502,2004-01-01,2004-10-01,"Male","Other","CSP1","Professional",63,0,0,1,0,0,0,2,0,6,95,0
0.782,238,2004-01-13,2004-10-25,"Male","Other","CSP50","Private+trip to office",41,0,0,1,0,1,0,0,0,9,59,0
0.184,247,2004-10-25,NA,"Male","Other","CSP50","Private+trip to office",42,0,0,0,0,1,0,0,0,9,56,0
0.833,311,2004-01-01,2004-11-01,"Female","Other","CSP55","Professional",50,0,0,0,0,0,0,0,0,8,50,0
0.005,481,2004-04-19,2004-04-21,"Male","Other","CSP60","Private",67,0,0,0,0,0,0,0,0,7,50,0
0.705,266,2004-01-01,2004-09-15,"Female","Other","CSP50","Private+trip to office",41,0,0,0,2,1,0,0,0,9,50,0
1,325,2004-01-01,NA,"Female","Other","CSP50","Private+trip to office",55,0,131.999093655589,0,1,0,0,1,1,7,85,1
0.009,531,2004-12-28,NA,"Male","Other","CSP60","Private",63,0,0,0,0,0,0,0,0,7,50,0
0.106,564,2004-11-23,NA,"Female","Other","CSP60","Private",67,1,0,0,0,0,0,0,0,7,50,0
0.711,335,2004-02-15,2004-11-01,"Male","Other","CSP50","Private",46,0,393.428700906344,0,0,1,0,0,0,9,50,1
0.166,344,2004-11-01,NA,"Male","Other","CSP50","Private",47,0,0,0,0,1,0,1,1,9,50,0
0.228,482,2004-09-09,2004-12-01,"Male","Other","CSP60","Private",58,0,0,0,0,0,0,0,0,7,50,0
0.083,485,2004-12-01,NA,"Male","Other","CSP60","Private",58,0,0,0,0,0,0,0,0,7,50,0
0.009,437,2004-10-28,2004-11-01,"Male","Other","CSP50","Private+trip to office",59,0,0,2,0,0,0,0,0,10,85,0
0.166,438,2004-11-01,NA,"Male","Other","CSP50","Private+trip to office",59,0,0,2,0,0,0,0,0,10,85,0
0.868,375,2004-01-01,2004-11-14,"Male","Other","CSP50","Private+trip to office",50,0,0,0,0,0,0,0,0,8,50,0
0.017,250,2004-09-25,2004-10-01,"Female","Other","CSP50","Private+trip to office",43,0,0,0,0,0,0,1,0,10,50,0
0.249,251,2004-10-01,NA,"Female","Other","CSP50","Private+trip to office",43,0,0,0,0,0,0,1,0,10,50,0
0.833,454,2004-01-01,2004-11-01,"Female","Other","CSP50","Private",66,0,0,0,1,0,0,0,0,9,50,0
0.944,319,2004-01-01,2004-12-11,"Female","Other","CSP50","Private",45,0,0,0,1,0,0,1,1,10,50,0
1,132,2004-01-01,NA,"Male","Other","CSP50","Private+trip to office",30,0,0,2,1,0,0,0,0,6,112,0
0.888,254,2004-01-01,2004-11-21,"Male","Other","CSP42","Professional",39,0,940.536253776435,0,0,0,0,1,0,11,50,1
0.497,413,2004-06-25,2004-12-24,"Male","Other","CSP50","Private+trip to office",52,0,0,0,0,0,0,0,0,6,50,0
0.02,419,2004-12-24,NA,"Male","Other","CSP50","Private+trip to office",53,0,0,0,0,0,0,0,0,6,50,0
0.916,412,2004-01-01,2004-12-01,"Female","Other","CSP55","Private",55,1,0,1,0,0,0,0,0,11,90,0
0.45,223,2004-05-19,2004-11-01,"Male","Other","CSP50","Private+trip to office",38,0,0,0,1,0,0,1,0,5,50,0
0.166,229,2004-11-01,NA,"Male","Other","CSP50","Private+trip to office",38,0,0,0,1,0,0,1,0,5,50,0
0.117,485,2004-05-27,2004-07-09,"Male","Other","CSP50","Private",65,0,0,0,0,0,0,1,0,9,50,0
0.424,504,2004-01-01,2004-06-04,"Male","Alone","CSP42","Professional run",60,0,0,1,1,0,0,1,2,11,50,0
0.325,509,2004-06-04,2004-10-01,"Male","Alone","CSP42","Professional run",60,0,0,1,1,0,0,1,2,11,50,0
0.916,101,2004-01-01,2004-12-01,"Male","Other","CSP50","Private+trip to office",26,0,0,0,0,0,0,1,0,7,72,0
0.561,469,2004-04-27,2004-11-19,"Male","Other","CSP66","Private",74,0,0,0,0,0,0,1,0,7,50,0
0.117,476,2004-11-19,NA,"Male","Other","CSP66","Private",75,0,0,0,0,0,0,1,0,7,50,0
0.326,392,2004-01-01,2004-04-29,"Female","Other","CSP50","Private+trip to office",53,0,0,0,0,0,0,0,0,6,50,0
0.59,395,2004-04-29,2004-12-01,"Female","Other","CSP50","Private+trip to office",54,0,0,0,0,0,0,0,0,6,50,0
0.083,167,2004-01-01,2004-02-01,"Female","Other","CSP50","Professional",34,0,0,0,0,0,0,1,0,7,51,0
0.916,168,2004-02-01,NA,"Female","Other","CSP50","Professional",34,0,0,0,0,0,0,1,0,7,51,0
0.698,429,2004-02-20,2004-11-01,"Male","Other","CSP49","Professional",57,0,0,0,0,0,1,1,0,6,50,0
0.166,438,2004-11-01,NA,"Male","Other","CSP49","Professional",58,0,0,0,0,0,1,1,0,6,50,0
0.747,417,2004-04-02,NA,"Male","Other","CSP50","Private",62,0,97.3232628398791,2,0,0,0,0,0,9,83,1
0.319,214,2004-08-27,2004-12-22,"Male","Other","CSP50","Private+trip to office",36,0,1418.61027190332,0,1,0,0,1,0,7,50,1
0.424,128,2004-06-18,2004-11-21,"Male","Other","CSP50","Private+trip to office",31,0,0,0,0,0,0,1,0,11,95,0
0.111,133,2004-11-21,NA,"Male","Other","CSP50","Private+trip to office",32,0,0,0,0,0,0,1,0,11,90,0
0.36,74,2004-01-01,2004-05-11,"Male","Alone","CSP50","Professional",28,0,0,0,0,0,0,0,1,5,85,0
1,643,2004-01-01,NA,"Female","Other","CSP60","Private",72,0,0,0,1,0,0,0,0,7,50,0
0.819,643,2004-02-06,2004-12-01,"Male","Other","CSP60","Private",73,0,0,0,0,0,0,1,0,10,50,0
0.083,653,2004-12-01,NA,"Male","Other","CSP60","Private",74,0,0,0,0,0,0,1,0,10,50,0
0.899,276,2004-01-01,2004-11-25,"Female","Other","CSP1","Professional",41,0,0,2,0,0,1,0,0,9,62,0
0.75,218,2004-01-01,2004-10-01,"Female","Other","CSP50","Private+trip to office",36,0,0,1,0,0,0,1,2,4,65,0
0.211,477,2004-09-15,2004-12-01,"Male","Other","CSP50","Private",58,0,0,0,0,0,0,0,0,10,50,0
0.083,480,2004-12-01,NA,"Male","Other","CSP50","Private",58,0,0,0,0,0,0,0,0,10,50,0
0.107,442,2004-01-01,2004-02-10,"Male","Other","CSP55","Private+trip to office",57,0,0,0,0,0,0,0,0,7,50,0
0.892,443,2004-02-10,NA,"Male","Other","CSP55","Private+trip to office",58,0,0,0,0,0,0,0,0,7,50,0
0.833,493,2004-01-01,2004-11-01,"Female","Other","CSP50","Private",64,0,0,0,0,0,0,0,1,6,50,0
0.05,154,2004-01-28,2004-02-16,"Female","Other","CSP55","Private+trip to office",31,0,0,1,0,0,0,0,0,11,100,0
0.141,164,2004-11-10,NA,"Female","Other","CSP55","Private+trip to office",32,0,0,0,0,0,0,0,0,11,95,0
0.93,332,2004-01-01,2004-12-06,"Female","Other","CSP50","Professional",45,0,0,0,2,0,0,1,0,9,50,0
0.703,524,2004-03-18,2004-12-01,"Male","Other","CSP60","Private",62,0,1597.03232628399,0,0,0,1,1,0,7,50,1
0.083,533,2004-12-01,NA,"Male","Other","CSP60","Private",63,0,0,1,0,0,0,0,0,7,50,0
0.584,448,2004-03-31,2004-11-01,"Female","Other","CSP48","Professional",56,0,0,1,1,0,0,0,0,7,62,0
0.166,456,2004-11-01,NA,"Female","Other","CSP48","Professional",56,0,0,1,1,0,0,0,0,7,58,0
0.166,453,2004-01-01,2004-03-01,"Female","Other","CSP50","Private",59,0,0,0,0,0,1,0,0,3,50,0
0.404,455,2004-03-01,2004-07-27,"Female","Other","CSP50","Private",59,0,0,0,0,0,1,0,0,3,50,0
